"Cidade","UF","Pais","cidade","lat","lon","freq"
"Riachão do Bacamarte","Paraíba","Brasil","Riachão do Bacamarte, Paraíba, Brasil",-7.253472,-35.669257,5
"Engenheiro Paulo de Frontin","Rio de Janeiro","Brasil","Engenheiro Paulo de Frontin, Rio de Janeiro, Brasil",-22.5504556,-43.6783403,2
"Conceição do Canindé","Piauí","Brasil","Conceição do Canindé, Piauí, Brasil",-7.8774025,-41.5961417,1
"Capivari de Baixo","Santa Catarina","Brasil","Capivari de Baixo, Santa Catarina, Brasil",-28.449773,-48.963144,4
"Tijucas do Sul","Paraná","Brasil","Tijucas do Sul, Paraná, Brasil",-25.9273376,-49.179265,2
"Angical do Piauí","Piauí","Brasil","Angical do Piauí, Piauí, Brasil",-6.0872666,-42.7366138,2
"São Sebastião da Grama","São Paulo","Brasil","São Sebastião da Grama, São Paulo, Brasil",-21.7118854,-46.8284162,1
"Caxambu","Minas Gerais","Brasil","Caxambu, Minas Gerais, Brasil",-21.9770359,-44.9318289,1
"Itaocara","Rio de Janeiro","Brasil","Itaocara, Rio de Janeiro, Brasil",-21.6725236,-42.0798658,2
"Newark  New Jersey",NA,"Estados Unidos da América","Newark  New Jersey, NA, Estados Unidos da América",40.735657,-74.1723667,12
"Columbus  Geórgia",NA,"Estados Unidos da América","Columbus  Geórgia, NA, Estados Unidos da América",32.4609764,-84.9877094,12
"Capitólio","Minas Gerais","Brasil","Capitólio, Minas Gerais, Brasil",-20.6142437,-46.0487652,5
"Varsóvia",NA,"Polônia","Varsóvia, NA, Polônia",52.2319581,21.0067249,22
"Espumoso","Rio Grande do Sul","Brasil","Espumoso, Rio Grande do Sul, Brasil",-28.7256962,-52.8453751,1
"Uniflor","Paraná","Brasil","Uniflor, Paraná, Brasil",-23.0853871,-52.1584403,1
"Jerônimo Monteiro","Espírito Santo","Brasil","Jerônimo Monteiro, Espírito Santo, Brasil",-20.7882214,-41.3921464,3
"Cochabamba",NA,"Bolívia","Cochabamba, NA, Bolívia",-11.6125678,-68.4572356,1
"Xangrilá","Rio Grande do Sul","Brasil","Xangrilá, Rio Grande do Sul, Brasil",-29.6238737,-52.2016002,5
"Santa Ana  Califórnia",NA,"Estados Unidos da América","Santa Ana  Califórnia, NA, Estados Unidos da América",33.7494951,-117.8732213,2
"Forquilhinha","Santa Catarina","Brasil","Forquilhinha, Santa Catarina, Brasil",-28.7487602,-49.4737661,11
"Miguelópolis","São Paulo","Brasil","Miguelópolis, São Paulo, Brasil",-20.179612,-48.030997,5
"Itambé do Mato Dentro","Minas Gerais","Brasil","Itambé do Mato Dentro, Minas Gerais, Brasil",-19.4144399,-43.3223059,1
"Pendências","Rio Grande do Norte","Brasil","Pendências, Rio Grande do Norte, Brasil",-5.2572092,-36.7182487,3
"Aurora","Ceará","Brasil","Aurora, Ceará, Brasil",-6.9426019,-38.9693765,4
"Vila Lângaro","Rio Grande do Sul","Brasil","Vila Lângaro, Rio Grande do Sul, Brasil",-28.1073953,-52.1446254,5
"Santa Bárbara de Goiás","Goiás","Brasil","Santa Bárbara de Goiás, Goiás, Brasil",-16.5779125,-49.6982268,2
"Lubbock  Texas",NA,"Estados Unidos da América","Lubbock  Texas, NA, Estados Unidos da América",33.5831241,-101.818598,1
"Sacramento  California",NA,"Estados Unidos da América","Sacramento  California, NA, Estados Unidos da América",38.4732259,-121.2980707,1
"Passagem","Rio Grande do Norte","Brasil","Passagem, Rio Grande do Norte, Brasil",-6.2780162,-35.3768806,3
"Nova Petrópolis","Rio Grande do Sul","Brasil","Nova Petrópolis, Rio Grande do Sul, Brasil",-29.3759836,-51.1123342,3
"Fernão","São Paulo","Brasil","Fernão, São Paulo, Brasil",-22.3595388,-49.5209504,2
"Agudos","São Paulo","Brasil","Agudos, São Paulo, Brasil",-22.471162,-48.987822,2
"Itanhém","Bahia","Brasil","Itanhém, Bahia, Brasil",-17.1665806,-40.3291027,8
"Cerro Branco","Rio Grande do Sul","Brasil","Cerro Branco, Rio Grande do Sul, Brasil",-29.6359134,-52.949799,1
"Cafelândia","São Paulo","Brasil","Cafelândia, São Paulo, Brasil",-21.8054355,-49.6030627,5
"São Francisco do Pará","Pará","Brasil","São Francisco do Pará, Pará, Brasil",-1.1694464,-47.7974079,1
"Santa Mônica","Paraná","Brasil","Santa Mônica, Paraná, Brasil",-23.1085921,-53.1103971,2
"Santo Antônio do Paraíso","Paraná","Brasil","Santo Antônio do Paraíso, Paraná, Brasil",-23.4949247,-50.6468656,2
"Wenceslau Braz","Paraná","Brasil","Wenceslau Braz, Paraná, Brasil",-23.8748841,-49.8035872,2
"Lagoa Grande","Minas Gerais","Brasil","Lagoa Grande, Minas Gerais, Brasil",-17.4134691,-42.5319222,68
"Avaí","São Paulo","Brasil","Avaí, São Paulo, Brasil",-22.1564662,-49.3316395,1
"Colônia Leopoldina","Alagoas","Brasil","Colônia Leopoldina, Alagoas, Brasil",-8.918058,-35.721414,5
"Vargem Alta","Espírito Santo","Brasil","Vargem Alta, Espírito Santo, Brasil",-20.6742303,-41.010615,4
"Aratuba","Ceará","Brasil","Aratuba, Ceará, Brasil",-4.4195958,-39.0463737,5
"Lauro de Freitas","Bahia","Brasil","Lauro de Freitas, Bahia, Brasil",-12.89242,-38.3127691,9
"Cocalinho","Mato Grosso","Brasil","Cocalinho, Mato Grosso, Brasil",-14.390339,-51.00015,5
"Bom Jesus dos Perdões","São Paulo","Brasil","Bom Jesus dos Perdões, São Paulo, Brasil",-23.1353864,-46.4648052,2
"Magda","São Paulo","Brasil","Magda, São Paulo, Brasil",-20.6444651,-50.2260983,1
"Pejuçara","Rio Grande do Sul","Brasil","Pejuçara, Rio Grande do Sul, Brasil",-28.4217646,-53.6554254,1
"Chapada Gaúcha","Minas Gerais","Brasil","Chapada Gaúcha, Minas Gerais, Brasil",-15.2946253,-45.6284904,8
"Ribeirão Bonito","São Paulo","Brasil","Ribeirão Bonito, São Paulo, Brasil",-22.0692867,-48.1781765,2
"Lebon Régis","Santa Catarina","Brasil","Lebon Régis, Santa Catarina, Brasil",-26.927987,-50.692109,2
"São Braz do Piauí","Piauí","Brasil","São Braz do Piauí, Piauí, Brasil",-9.065002,-42.9982797,1
"Nova Santa Rita","Piauí","Brasil","Nova Santa Rita, Piauí, Brasil",-8.0739703,-42.0504725,83
"Arraial","Piauí","Brasil","Arraial, Piauí, Brasil",-6.6541632,-42.5335332,1
"Abunã","Rondônia","Brasil","Abunã, Rondônia, Brasil",-9.6985836,-65.3679004,6
"Peçanha","Minas Gerais","Brasil","Peçanha, Minas Gerais, Brasil",-18.5478786,-42.5608947,5
"Brejo da Madre de Deus","Pernambuco","Brasil","Brejo da Madre de Deus, Pernambuco, Brasil",-8.1409718,-36.3712527,11
"Caridade","Ceará","Brasil","Caridade, Ceará, Brasil",-4.2316487,-39.1946515,3
"Salvador do Sul","Rio Grande do Sul","Brasil","Salvador do Sul, Rio Grande do Sul, Brasil",-29.4395698,-51.5103295,1
"Protásio Alves","Rio Grande do Sul","Brasil","Protásio Alves, Rio Grande do Sul, Brasil",-28.7586297,-51.4741516,5
"Salgadinho","Pernambuco","Brasil","Salgadinho, Pernambuco, Brasil",-7.9403047,-35.6343745,8
"Santa Maria do Cambucá","Pernambuco","Brasil","Santa Maria do Cambucá, Pernambuco, Brasil",-7.8328155,-35.882795,3
"Bujari","Acre","Brasil","Bujari, Acre, Brasil",-9.8309656,-67.9520886,8
"Sebastianópolis do Sul","São Paulo","Brasil","Sebastianópolis do Sul, São Paulo, Brasil",-20.6581669,-49.9229043,1
"Monte Horebe","Paraíba","Brasil","Monte Horebe, Paraíba, Brasil",-7.214284,-38.5857578,2
"São Thomé das Letras","Minas Gerais","Brasil","São Thomé das Letras, Minas Gerais, Brasil",-21.7218272,-44.9849435,10
"Pindaí","Bahia","Brasil","Pindaí, Bahia, Brasil",-14.4911899,-42.6864686,4
"Palmas de Monte Alto","Bahia","Brasil","Palmas de Monte Alto, Bahia, Brasil",-14.2636093,-43.1649976,5
"Porto Alegre do Norte","Mato Grosso","Brasil","Porto Alegre do Norte, Mato Grosso, Brasil",-10.8792851,-51.6391975,4
"Alicante",NA,"Espanha","Alicante, NA, Espanha",38.353738,-0.4901846,3
"Arceburgo","Minas Gerais","Brasil","Arceburgo, Minas Gerais, Brasil",-21.364444,-46.939722,3
"Canaã","Minas Gerais","Brasil","Canaã, Minas Gerais, Brasil",-20.685555,-42.62,1
"Cafarnaum","Bahia","Brasil","Cafarnaum, Bahia, Brasil",-11.691399,-41.468823,2
"Satuba","Alagoas","Brasil","Satuba, Alagoas, Brasil",-9.569113,-35.822697,4
"Barroso","Minas Gerais","Brasil","Barroso, Minas Gerais, Brasil",-21.187222,-43.976111,5
"Pinto Bandeira","Rio Grande do Sul","Brasil","Pinto Bandeira, Rio Grande do Sul, Brasil",-29.0977191,-51.4498258,1
"Taquari","Rio Grande do Sul","Brasil","Taquari, Rio Grande do Sul, Brasil",-29.79433,-51.865346,6
"Manizales",NA,"Colômbia","Manizales, NA, Colômbia",5.0681104,-75.5173198,1
"Conde","Paraíba","Brasil","Conde, Paraíba, Brasil",-7.2600359,-34.9053524,10
"Simões Filho","Bahia","Brasil","Simões Filho, Bahia, Brasil",-12.7867839,-38.4030365,3
"Hyderabad",NA,"Índia","Hyderabad, NA, Índia",17.38878595,78.4610647345315,1
"Natividade","Rio de Janeiro","Brasil","Natividade, Rio de Janeiro, Brasil",-21.040694,-41.9817534,13
"Palmeira","Santa Catarina","Brasil","Palmeira, Santa Catarina, Brasil",-27.5797981,-50.1589086,15
"Cannes",NA,"França","Cannes, NA, França",43.5515198,7.0134418,1
"Lagoa dos Patos","Minas Gerais","Brasil","Lagoa dos Patos, Minas Gerais, Brasil",-16.9813367,-44.5783125,3
"Alvorada do Oeste","Rondônia","Brasil","Alvorada do Oeste, Rondônia, Brasil",-10.2062703,-63.834705,1
"Vila Flores","Rio Grande do Sul","Brasil","Vila Flores, Rio Grande do Sul, Brasil",-28.8644244,-51.5506499,2
"Jacuizinho","Rio Grande do Sul","Brasil","Jacuizinho, Rio Grande do Sul, Brasil",-29.0342213,-53.0534957,3
"Camargo","Rio Grande do Sul","Brasil","Camargo, Rio Grande do Sul, Brasil",-28.5865661,-52.2031474,2
"Pitangueiras","São Paulo","Brasil","Pitangueiras, São Paulo, Brasil",-21.013203,-48.220951,1
"Campo Novo","Rio Grande do Sul","Brasil","Campo Novo, Rio Grande do Sul, Brasil",-28.91500235,-52.3313756877376,1
"Sete de Setembro","Rio Grande do Sul","Brasil","Sete de Setembro, Rio Grande do Sul, Brasil",-28.1297132,-54.462746,1
"Taquarussu","Mato Grosso do Sul","Brasil","Taquarussu, Mato Grosso do Sul, Brasil",-22.4870022,-53.3524041,2
"Santa Fé",NA,"Argentina","Santa Fé, NA, Argentina",-27.8515355,-55.1426423,5
"Palmópolis","Minas Gerais","Brasil","Palmópolis, Minas Gerais, Brasil",-16.7383864,-40.4216514,1
"Wanderlândia","Tocantins","Brasil","Wanderlândia, Tocantins, Brasil",-6.8522727,-47.9653917,4
"Lagoa Seca","Paraíba","Brasil","Lagoa Seca, Paraíba, Brasil",-7.157099,-35.8542023,4
"Colares","Pará","Brasil","Colares, Pará, Brasil",-0.936423,-48.280254,2
"Pedras Altas","Rio Grande do Sul","Brasil","Pedras Altas, Rio Grande do Sul, Brasil",-31.7324042,-53.585424,1
"Cristino Castro","Piauí","Brasil","Cristino Castro, Piauí, Brasil",-8.8163934,-44.2211062,2
"Belém do Piauí","Piauí","Brasil","Belém do Piauí, Piauí, Brasil",-7.3767305,-40.9712156,5
"Miguel Pereira","Rio de Janeiro","Brasil","Miguel Pereira, Rio de Janeiro, Brasil",-22.4539417,-43.4691978,24
"Pirajuba","Minas Gerais","Brasil","Pirajuba, Minas Gerais, Brasil",-19.9090891,-48.701683,2
"Palmeirina","Pernambuco","Brasil","Palmeirina, Pernambuco, Brasil",-9.0030969,-36.3254036,1
"Bandeira","Minas Gerais","Brasil","Bandeira, Minas Gerais, Brasil",-15.884444,-40.559167,3
"Bandeirantes","Paraná","Brasil","Bandeirantes, Paraná, Brasil",-23.107788,-50.370407,29
"Queimados","Rio de Janeiro","Brasil","Queimados, Rio de Janeiro, Brasil",-22.7156978,-43.555754,6
"Cosmópolis","São Paulo","Brasil","Cosmópolis, São Paulo, Brasil",-22.6437398,-47.1972086,7
"Palmeiras","Bahia","Brasil","Palmeiras, Bahia, Brasil",-12.5151234,-41.5746054,7
"Ibitirama","Espírito Santo","Brasil","Ibitirama, Espírito Santo, Brasil",-20.5394377,-41.6644451,20
"Quatis","Rio de Janeiro","Brasil","Quatis, Rio de Janeiro, Brasil",-22.4066444,-44.2577453,2
"Piraí","Rio de Janeiro","Brasil","Piraí, Rio de Janeiro, Brasil",-22.6287489,-43.8981758,4
"Vila Flor","Rio Grande do Norte","Brasil","Vila Flor, Rio Grande do Norte, Brasil",-6.3156226,-35.0757697,2
"Terra Boa","Paraná","Brasil","Terra Boa, Paraná, Brasil",-23.768329,-52.447002,1
"Indianópolis","Paraná","Brasil","Indianópolis, Paraná, Brasil",-23.4807249,-52.6987037,5
"Aberdeen",NA,"Reino Unido","Aberdeen, NA, Reino Unido",57.1482429,-2.0928095,1
"Glória","Bahia","Brasil","Glória, Bahia, Brasil",-9.3429057,-38.2552548,3
"Chapada","Rio Grande do Sul","Brasil","Chapada, Rio Grande do Sul, Brasil",-28.0587829,-53.0657459,2
"Esmeraldas","Minas Gerais","Brasil","Esmeraldas, Minas Gerais, Brasil",-19.7613111,-44.3145945,1
"Brejinho de Nazaré","Tocantins","Brasil","Brejinho de Nazaré, Tocantins, Brasil",-11.0205883,-48.5722906,2
"Frecheirinha","Ceará","Brasil","Frecheirinha, Ceará, Brasil",-3.755572,-40.818019,3
"Capistrano","Ceará","Brasil","Capistrano, Ceará, Brasil",-4.4644692,-38.8956734,3
"Borborema","Paraíba","Brasil","Borborema, Paraíba, Brasil",-6.8066718,-35.5990191,9
"Santa Rita de Jacutinga","Minas Gerais","Brasil","Santa Rita de Jacutinga, Minas Gerais, Brasil",-22.149166,-44.094444,1
"Boa Ventura","Paraíba","Brasil","Boa Ventura, Paraíba, Brasil",-7.4202462,-38.2156782,5
"Juru","Paraíba","Brasil","Juru, Paraíba, Brasil",-7.5375089,-37.8192275,5
"Vitória Brasil","São Paulo","Brasil","Vitória Brasil, São Paulo, Brasil",-20.1978821,-50.4847947,2
"Eliseu Martins","Piauí","Brasil","Eliseu Martins, Piauí, Brasil",-8.0984137,-43.6637067,4
"Andirá","Paraná","Brasil","Andirá, Paraná, Brasil",-23.0494761,-50.2310027,5
"Porto","Piauí","Brasil","Porto, Piauí, Brasil",-3.8929066,-42.7078344,54
"Mara Rosa","Goiás","Brasil","Mara Rosa, Goiás, Brasil",-14.0148159,-49.1776521,4
"Itaueira","Piauí","Brasil","Itaueira, Piauí, Brasil",-7.5991089,-43.0278778,2
"Cidade Ocidental","Goiás","Brasil","Cidade Ocidental, Goiás, Brasil",-16.1000758,-47.9445014,15
"Alto Paraíso de Goiás  São Jorge","Goiás","Brasil","Alto Paraíso de Goiás  São Jorge, Goiás, Brasil",-14.178013,-47.8163369,2
"Felipe Guerra","Rio Grande do Norte","Brasil","Felipe Guerra, Rio Grande do Norte, Brasil",-5.5981386,-37.6962757,4
"Monte Alegre do Piauí","Piauí","Brasil","Monte Alegre do Piauí, Piauí, Brasil",-9.7483373,-45.3048117,3
"Cacimba de Dentro","Paraíba","Brasil","Cacimba de Dentro, Paraíba, Brasil",-6.6425101,-35.7929304,8
"Portalegre","Rio Grande do Norte","Brasil","Portalegre, Rio Grande do Norte, Brasil",-6.0265733,-37.9872478,2
"Amontada","Ceará","Brasil","Amontada, Ceará, Brasil",-3.3634586,-39.8284791,2
"Miraíma","Ceará","Brasil","Miraíma, Ceará, Brasil",-3.568674,-39.966267,2
"Hulha Negra","Rio Grande do Sul","Brasil","Hulha Negra, Rio Grande do Sul, Brasil",-31.4074739,-53.8699535,2
"Piriapolis",NA,"Uruguai","Piriapolis, NA, Uruguai",-34.8689037,-55.2724472,1
"Afonso Bezerra","Rio Grande do Norte","Brasil","Afonso Bezerra, Rio Grande do Norte, Brasil",-5.4745,-36.5762507132794,3
"Cardeal da Silva","Bahia","Brasil","Cardeal da Silva, Bahia, Brasil",-11.9428154,-37.9494462,1
"Iaras","São Paulo","Brasil","Iaras, São Paulo, Brasil",-22.8742567,-49.1593923,3
"Nova Ubiratã","Mato Grosso","Brasil","Nova Ubiratã, Mato Grosso, Brasil",-13.03484,-55.2539048,12
"Sarapuí","São Paulo","Brasil","Sarapuí, São Paulo, Brasil",-23.63974,-47.824863,2
"Dom Joaquim","Minas Gerais","Brasil","Dom Joaquim, Minas Gerais, Brasil",-18.967137,-43.2552141,4
"São José do Divino","Minas Gerais","Brasil","São José do Divino, Minas Gerais, Brasil",-18.4794444,-41.3885671,6
"Nova Fátima","Bahia","Brasil","Nova Fátima, Bahia, Brasil",-11.6046105,-39.631054,2
"Tarrafas","Ceará","Brasil","Tarrafas, Ceará, Brasil",-6.6819901,-39.7575709,4
"Cordeiro","Rio de Janeiro","Brasil","Cordeiro, Rio de Janeiro, Brasil",-22.0287681,-42.3607442,2
"São Francisco do Glória","Minas Gerais","Brasil","São Francisco do Glória, Minas Gerais, Brasil",-20.790069,-42.2679636,2
"Miradouro","Minas Gerais","Brasil","Miradouro, Minas Gerais, Brasil",-20.890277,-42.3425,2
"Salitre","Ceará","Brasil","Salitre, Ceará, Brasil",-7.285445,-40.457306,3
"Ipumirim","Santa Catarina","Brasil","Ipumirim, Santa Catarina, Brasil",-27.0762287,-52.135736,4
"Pedra Preta","Mato Grosso","Brasil","Pedra Preta, Mato Grosso, Brasil",-16.6230015,-54.4761228,5
"Maravilha","Alagoas","Brasil","Maravilha, Alagoas, Brasil",-9.230449,-37.352419,11
"Itapevi","São Paulo","Brasil","Itapevi, São Paulo, Brasil",-23.54888,-46.933889,3
"Vargem Grande Paulista","São Paulo","Brasil","Vargem Grande Paulista, São Paulo, Brasil",-23.599338,-47.022038,8
"Rosario",NA,"Argentina","Rosario, NA, Argentina",-27.4410873,-55.8708543,2
"Catarina","Ceará","Brasil","Catarina, Ceará, Brasil",-6.1341578,-39.8795321,2
"Espera Feliz","Minas Gerais","Brasil","Espera Feliz, Minas Gerais, Brasil",-20.6494192,-41.9080693,5
"Bujaru","Pará","Brasil","Bujaru, Pará, Brasil",-1.5169239,-48.0410699,1
"Lagoa da Canoa","Alagoas","Brasil","Lagoa da Canoa, Alagoas, Brasil",-9.8294012,-36.7395617,2
"Ponte Alta do Tocantins","Tocantins","Brasil","Ponte Alta do Tocantins, Tocantins, Brasil",-10.7454591,-47.5374479,5
"Verona",NA,"Itália","Verona, NA, Itália",45.4384958,10.9924122,1
"Montes Claros de Goiás","Goiás","Brasil","Montes Claros de Goiás, Goiás, Brasil",-16.0059459,-51.3978781,6
"Petrolina de Goiás","Goiás","Brasil","Petrolina de Goiás, Goiás, Brasil",-16.1005783,-49.3359066,4
"Desterro de Entre Rios","Minas Gerais","Brasil","Desterro de Entre Rios, Minas Gerais, Brasil",-20.66,-44.332223,3
"Itamonte","Minas Gerais","Brasil","Itamonte, Minas Gerais, Brasil",-22.2830726,-44.8695785,5
"Novo Cruzeiro","Minas Gerais","Brasil","Novo Cruzeiro, Minas Gerais, Brasil",-19.4730937,-42.537897,3
"Nova Prata do Iguaçu","Paraná","Brasil","Nova Prata do Iguaçu, Paraná, Brasil",-25.6325323,-53.3463611,4
"São Jorge D'Oeste","Paraná","Brasil","São Jorge D'Oeste, Paraná, Brasil",-25.7086966,-52.9189882,7
"Itutinga","Minas Gerais","Brasil","Itutinga, Minas Gerais, Brasil",-21.297383,-44.6575084,4
"Rio das Flores","Rio de Janeiro","Brasil","Rio das Flores, Rio de Janeiro, Brasil",-22.1683478,-43.5858689,4
"Sumidouro","Rio de Janeiro","Brasil","Sumidouro, Rio de Janeiro, Brasil",-22.0498059,-42.6742601,4
"Ribeirão Grande","São Paulo","Brasil","Ribeirão Grande, São Paulo, Brasil",-24.10114,-48.367931,1
"Piên","Paraná","Brasil","Piên, Paraná, Brasil",-26.0988916,-49.4297904,1
"Pimenta","Minas Gerais","Brasil","Pimenta, Minas Gerais, Brasil",-20.4827995,-45.7985894,4
"Crisólita","Minas Gerais","Brasil","Crisólita, Minas Gerais, Brasil",-17.2391664,-40.9132444,3
"São Pedro do Turvo","São Paulo","Brasil","São Pedro do Turvo, São Paulo, Brasil",-22.745286,-49.742829,6
"Columbus  Ohio",NA,"Estados Unidos da América","Columbus  Ohio, NA, Estados Unidos da América",39.9622601,-83.0007065,3
"Cachoeira Dourada","Minas Gerais","Brasil","Cachoeira Dourada, Minas Gerais, Brasil",-18.517136,-49.5002062,4
"Ressaquinha","Minas Gerais","Brasil","Ressaquinha, Minas Gerais, Brasil",-21.063056,-43.762778,2
"Marialva","Paraná","Brasil","Marialva, Paraná, Brasil",-23.4820987,-51.795788,1
"Iacri","São Paulo","Brasil","Iacri, São Paulo, Brasil",-21.8583385,-50.6892931,3
"Pratinha","Minas Gerais","Brasil","Pratinha, Minas Gerais, Brasil",-19.7530422,-46.3824103,1
"Nerópolis","Goiás","Brasil","Nerópolis, Goiás, Brasil",-16.4069816,-49.219438,3
"Juranda","Paraná","Brasil","Juranda, Paraná, Brasil",-24.420866,-52.841344,8
"Arusha",NA,"Tanzânia","Arusha, NA, Tanzânia",-3.427534,36.7085848184899,1
"Santa Quitéria do Maranhão","Maranhão","Brasil","Santa Quitéria do Maranhão, Maranhão, Brasil",-3.4967557,-42.563878,4
"Bálsamo","São Paulo","Brasil","Bálsamo, São Paulo, Brasil",-20.7343722,-49.5807484,1
"Mendonça","São Paulo","Brasil","Mendonça, São Paulo, Brasil",-21.1838813,-49.579059,1
"Macaubal","São Paulo","Brasil","Macaubal, São Paulo, Brasil",-20.8071616,-49.9648439,1
"Campina das Missões","Rio Grande do Sul","Brasil","Campina das Missões, Rio Grande do Sul, Brasil",-27.9883295,-54.8411665,1
"Bastos","São Paulo","Brasil","Bastos, São Paulo, Brasil",-21.9222474,-50.7317727,1
"Miraí","Minas Gerais","Brasil","Miraí, Minas Gerais, Brasil",-21.1957417,-42.6125153,1
"Fernando Falcão","Maranhão","Brasil","Fernando Falcão, Maranhão, Brasil",-6.1512461,-44.9022436,4
"Umbaúba","Sergipe","Brasil","Umbaúba, Sergipe, Brasil",-11.3826792,-37.6565562,10
"Paramirim","Bahia","Brasil","Paramirim, Bahia, Brasil",-13.4437218,-42.2419768,2
"Tanque Novo","Bahia","Brasil","Tanque Novo, Bahia, Brasil",-13.5474243,-42.4907587,2
"Anniston  Alabama",NA,"Estados Unidos da América","Anniston  Alabama, NA, Estados Unidos da América",33.695381,-85.8398422788233,2
"Curionópolis","Pará","Brasil","Curionópolis, Pará, Brasil",-6.0990443,-49.6059039,10
"Três Pontas","Minas Gerais","Brasil","Três Pontas, Minas Gerais, Brasil",-21.3686224,-45.5122937,9
"Alfredo Vasconcelos","Minas Gerais","Brasil","Alfredo Vasconcelos, Minas Gerais, Brasil",-21.145833,-43.776389,1
"Teofilândia","Bahia","Brasil","Teofilândia, Bahia, Brasil",-11.4891658,-38.9997411,2
"Campanha","Minas Gerais","Brasil","Campanha, Minas Gerais, Brasil",-21.8361108,-45.401986,1
"Timbó Grande","Santa Catarina","Brasil","Timbó Grande, Santa Catarina, Brasil",-26.6170507,-50.6742579,1
